,"New Zealand Emissions Trading System",,,,,,,,,,"European Union Emissions Trading System",,,,,,"Korean Emissions Trading System",,,,,,"United Kingdom Emissions Trading Scheme",,,,,,,,"China National Emissions Trading System",,,,,,"Hubei (Pilot) Emissions Trading System",,,,,
Date,"Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market","Secondary Stability 5","Market Currency","Exchange rate NZD/EUR","Exchange rate NZD/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate EUR/EUR","Exchange rate EUR/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate KRW/EUR","Exchange rate KRW/USD",,"Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Market Currency","Exchange rate GBP/EUR","Exchange rate GBP/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",
2014-05-06,,,,,3.05,25,NZD,0.62696381,0.860955661,,5.25,5.22,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.83,CNY,0.118161975,0.162261712,
2014-05-07,,,,,3.05,25,NZD,0.62696381,0.860955661,,,5.12,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.77,CNY,0.118161975,0.162261712,
2014-05-08,,,,,3.11,25,NZD,0.62696381,0.860955661,,5.09,5.13,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.73,CNY,0.118161975,0.162261712,
2014-05-09,,,,,3.11,25,NZD,0.62696381,0.860955661,,5.1,5.24,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.73,CNY,0.118161975,0.162261712,
2014-05-12,,,,,3.12,25,NZD,0.62696381,0.860955661,,5.28,5.3,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.62,CNY,0.118161975,0.162261712,
2014-05-13,,,,,3.16,25,NZD,0.62696381,0.860955661,,5.34,5.28,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.6,CNY,0.118161975,0.162261712,
2014-05-14,,,,,3.15,25,NZD,0.62696381,0.860955661,,,5.11,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.72,CNY,0.118161975,0.162261712,
2014-05-15,,,,,3.09,25,NZD,0.62696381,0.860955661,,4.75,4.77,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,24.01,CNY,0.118161975,0.162261712,
2014-05-16,,,,,3.9,25,NZD,0.62696381,0.860955661,,4.72,4.79,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.96,CNY,0.118161975,0.162261712,
2014-05-19,,,,,4.15,25,NZD,0.62696381,0.860955661,,4.6,4.7,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.95,CNY,0.118161975,0.162261712,
2014-05-20,,,,,4.2,25,NZD,0.62696381,0.860955661,,4.59,4.84,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,24.03,CNY,0.118161975,0.162261712,
2014-05-21,,,,,4.1,25,NZD,0.62696381,0.860955661,,,5.12,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.81,CNY,0.118161975,0.162261712,
2014-05-22,,,,,4.3,25,NZD,0.62696381,0.860955661,,5.23,5.16,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,24.31,CNY,0.118161975,0.162261712,
2014-05-23,,,,,4.4,25,NZD,0.62696381,0.860955661,,5.08,5.11,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.9,CNY,0.118161975,0.162261712,
2014-05-26,,,,,4.6,25,NZD,0.62696381,0.860955661,,4.98,5.1,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.89,CNY,0.118161975,0.162261712,
2014-05-27,,,,,4.65,25,NZD,0.62696381,0.860955661,,5.05,5.16,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.89,CNY,0.118161975,0.162261712,
2014-05-28,,,,,5.2,25,NZD,0.62696381,0.860955661,,,5.18,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.89,CNY,0.118161975,0.162261712,
2014-05-29,,,,,5.15,25,NZD,0.62696381,0.860955661,,,5.21,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.71,CNY,0.118161975,0.162261712,
2014-05-30,,,,,5,25,NZD,0.62696381,0.860955661,,5.1,5.09,EUR,1,1.373214286,,,,,,,,,,,,,,,,,,,,,,,23.91,CNY,0.118161975,0.162261712,
2014-06-03,,,,,5,25,NZD,0.63428423,0.862143288,,5.19,5.42,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.93,CNY,0.119503416,0.162433596,
2014-06-04,,,,,5,25,NZD,0.63428423,0.862143288,,,5.39,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.98,CNY,0.119503416,0.162433596,
2014-06-05,,,,,5.05,25,NZD,0.63428423,0.862143288,,5.5,5.51,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.94,CNY,0.119503416,0.162433596,
2014-06-06,,,,,4.92,25,NZD,0.63428423,0.862143288,,5.41,5.45,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.62,CNY,0.119503416,0.162433596,
2014-06-09,,,,,4.9,25,NZD,0.63428423,0.862143288,,,5.51,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.73,CNY,0.119503416,0.162433596,
2014-06-10,,,,,4.9,25,NZD,0.63428423,0.862143288,,5.45,5.48,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.68,CNY,0.119503416,0.162433596,
2014-06-11,,,,,4.9,25,NZD,0.63428423,0.862143288,,,5.35,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.64,CNY,0.119503416,0.162433596,
2014-06-12,,,,,4.7,25,NZD,0.63428423,0.862143288,,5.4,5.54,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.52,CNY,0.119503416,0.162433596,
2014-06-13,,,,,4.7,25,NZD,0.63428423,0.862143288,,5.63,5.65,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.39,CNY,0.119503416,0.162433596,
2014-06-16,,,,,4.7,25,NZD,0.63428423,0.862143288,,5.68,5.64,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.39,CNY,0.119503416,0.162433596,
2014-06-17,,,,,4.1,25,NZD,0.63428423,0.862143288,,5.55,5.71,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.86,CNY,0.119503416,0.162433596,
2014-06-18,,,,,4.2,25,NZD,0.63428423,0.862143288,,,5.66,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.89,CNY,0.119503416,0.162433596,
2014-06-19,,,,,4.2,25,NZD,0.63428423,0.862143288,,5.6,5.52,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.92,CNY,0.119503416,0.162433596,
2014-06-20,,,,,4.2,25,NZD,0.63428423,0.862143288,,5.56,5.65,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.92,CNY,0.119503416,0.162433596,
2014-06-23,,,,,4.15,25,NZD,0.63428423,0.862143288,,5.64,5.78,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.91,CNY,0.119503416,0.162433596,
2014-06-24,,,,,4.15,25,NZD,0.63428423,0.862143288,,5.84,5.75,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.11,CNY,0.119503416,0.162433596,
2014-06-25,,,,,4.2,25,NZD,0.63428423,0.862143288,,,5.71,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,23.05,CNY,0.119503416,0.162433596,
2014-06-26,,,,,4.2,25,NZD,0.63428423,0.862143288,,5.77,5.71,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.73,CNY,0.119503416,0.162433596,
2014-06-27,,,,,4.2,25,NZD,0.63428423,0.862143288,,5.7,5.78,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.62,CNY,0.119503416,0.162433596,
2014-06-30,,,,,4.2,25,NZD,0.63428423,0.862143288,,5.82,5.81,EUR,1,1.359238095,,,,,,,,,,,,,,,,,,,,,,,22.74,CNY,0.119503416,0.162433596,
2014-07-01,,,,,4.2,25,NZD,0.642314549,0.869640838,,5.8,5.98,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.78,CNY,0.119756384,0.162140251,
2014-07-02,,,,,4.2,25,NZD,0.642314549,0.869640838,,,6.07,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.91,CNY,0.119756384,0.162140251,
2014-07-03,,,,,4.2,25,NZD,0.642314549,0.869640838,,5.97,5.97,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.88,CNY,0.119756384,0.162140251,
2014-07-04,,,,,4.2,25,NZD,0.642314549,0.869640838,,5.91,5.63,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.76,CNY,0.119756384,0.162140251,
2014-07-07,,,,,4.15,25,NZD,0.642314549,0.869640838,,5.5,5.52,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.95,CNY,0.119756384,0.162140251,
2014-07-08,,,,,4.15,25,NZD,0.642314549,0.869640838,,5.6,5.72,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.22,CNY,0.119756384,0.162140251,
2014-07-09,,,,,4.15,25,NZD,0.642314549,0.869640838,,,5.78,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.25,CNY,0.119756384,0.162140251,
2014-07-10,,,,,4.15,25,NZD,0.642314549,0.869640838,,5.72,5.68,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.28,CNY,0.119756384,0.162140251,
2014-07-11,,,,,4.15,25,NZD,0.642314549,0.869640838,,5.64,5.72,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.64,CNY,0.119756384,0.162140251,
2014-07-14,,,,,4.1,25,NZD,0.642314549,0.869640838,,5.7,5.87,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,24.01,CNY,0.119756384,0.162140251,
2014-07-15,,,,,4.07,25,NZD,0.642314549,0.869640838,,5.88,5.86,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,24.14,CNY,0.119756384,0.162140251,
2014-07-16,,,,,4.02,25,NZD,0.642314549,0.869640838,,,6.01,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,24.01,CNY,0.119756384,0.162140251,
2014-07-17,,,,,4,25,NZD,0.642314549,0.869640838,,6.07,6.13,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.95,CNY,0.119756384,0.162140251,
2014-07-18,,,,,3.95,25,NZD,0.642314549,0.869640838,,6,5.98,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.9,CNY,0.119756384,0.162140251,
2014-07-21,,,,,4,25,NZD,0.642314549,0.869640838,,6.02,6.03,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.54,CNY,0.119756384,0.162140251,
2014-07-22,,,,,4,25,NZD,0.642314549,0.869640838,,6.1,6.13,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.62,CNY,0.119756384,0.162140251,
2014-07-23,,,,,3.97,25,NZD,0.642314549,0.869640838,,,6.15,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.53,CNY,0.119756384,0.162140251,
2014-07-24,,,,,3.95,25,NZD,0.642314549,0.869640838,,6.1,6.02,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,21.31,CNY,0.119756384,0.162140251,
2014-07-25,,,,,4,25,NZD,0.642314549,0.869640838,,5.99,6.13,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.78,CNY,0.119756384,0.162140251,
2014-07-28,,,,,4,25,NZD,0.642314549,0.869640838,,6.05,6.17,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,22.74,CNY,0.119756384,0.162140251,
2014-07-29,,,,,3.97,25,NZD,0.642314549,0.869640838,,6.1,6.01,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.87,CNY,0.119756384,0.162140251,
2014-07-30,,,,,3.97,25,NZD,0.642314549,0.869640838,,,6.1,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.5,CNY,0.119756384,0.162140251,
2014-07-31,,,,,3.9,25,NZD,0.642314549,0.869640838,,6.11,6.19,EUR,1,1.353917391,,,,,,,,,,,,,,,,,,,,,,,23.6,CNY,0.119756384,0.162140251,
2014-08-01,,,,,3.95,25,NZD,0.633410002,0.843454791,,6.29,6.26,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.43,CNY,0.121898704,0.162321475,
2014-08-04,,,,,3.95,25,NZD,0.633410002,0.843454791,,6.27,6.24,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.08,CNY,0.121898704,0.162321475,
2014-08-05,,,,,3.95,25,NZD,0.633410002,0.843454791,,6.17,6.18,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.11,CNY,0.121898704,0.162321475,
2014-08-06,,,,,3.95,25,NZD,0.633410002,0.843454791,,,6.19,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.06,CNY,0.121898704,0.162321475,
2014-08-07,,,,,3.95,25,NZD,0.633410002,0.843454791,,6.2,5.94,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.47,CNY,0.121898704,0.162321475,
2014-08-08,,,,,3.95,25,NZD,0.633410002,0.843454791,,5.93,5.93,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.04,CNY,0.121898704,0.162321475,
2014-08-11,,,,,3.95,25,NZD,0.633410002,0.843454791,,5.95,6.06,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.01,CNY,0.121898704,0.162321475,
2014-08-12,,,,,3.95,25,NZD,0.633410002,0.843454791,,6.07,6.04,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.54,CNY,0.121898704,0.162321475,
2014-08-13,,,,,3.9,25,NZD,0.633410002,0.843454791,,,6.17,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.77,CNY,0.121898704,0.162321475,
2014-08-14,,,,,3.85,25,NZD,0.633410002,0.843454791,,6.22,6.14,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.59,CNY,0.121898704,0.162321475,
2014-08-15,,,,,3.85,25,NZD,0.633410002,0.843454791,,6.18,6.36,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.82,CNY,0.121898704,0.162321475,
2014-08-18,,,,,3.85,25,NZD,0.633410002,0.843454791,,6.34,6.34,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.55,CNY,0.121898704,0.162321475,
2014-08-19,,,,,3.85,25,NZD,0.633410002,0.843454791,,6.28,6.42,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.56,CNY,0.121898704,0.162321475,
2014-08-20,,,,,3.85,25,NZD,0.633410002,0.843454791,,,6.38,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.62,CNY,0.121898704,0.162321475,
2014-08-21,,,,,3.8,25,NZD,0.633410002,0.843454791,,6.43,6.32,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.91,CNY,0.121898704,0.162321475,
2014-08-22,,,,,3.8,25,NZD,0.633410002,0.843454791,,6.34,6.34,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.3,CNY,0.121898704,0.162321475,
2014-08-25,,,,,3.8,25,NZD,0.633410002,0.843454791,,6.3,6.31,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.68,CNY,0.121898704,0.162321475,
2014-08-26,,,,,3.9,25,NZD,0.633410002,0.843454791,,6.26,6.3,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.96,CNY,0.121898704,0.162321475,
2014-08-27,,,,,4,25,NZD,0.633410002,0.843454791,,,6.35,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,22.59,CNY,0.121898704,0.162321475,
2014-08-28,,,,,4,25,NZD,0.633410002,0.843454791,,6.38,6.43,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.13,CNY,0.121898704,0.162321475,
2014-08-29,,,,,4.25,25,NZD,0.633410002,0.843454791,,6.4,6.38,EUR,1,1.331609524,,,,,,,,,,,,,,,,,,,,,,,23.64,CNY,0.121898704,0.162321475,
2014-09-01,,,,,4.25,25,NZD,0.633002746,0.816659861,,6.25,6.38,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.78,CNY,0.12599194,0.162546783,
2014-09-02,,,,,4.35,25,NZD,0.633002746,0.816659861,,6.35,6.38,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.73,CNY,0.12599194,0.162546783,
2014-09-03,,,,,4.35,25,NZD,0.633002746,0.816659861,,5.7,6.32,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.87,CNY,0.12599194,0.162546783,
2014-09-04,,,,,4.35,25,NZD,0.633002746,0.816659861,,6.25,6.1,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.84,CNY,0.12599194,0.162546783,
2014-09-05,,,,,4.35,25,NZD,0.633002746,0.816659861,,6.04,6.22,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.95,CNY,0.12599194,0.162546783,
2014-09-08,,,,,4.35,25,NZD,0.633002746,0.816659861,,6.25,6.27,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,,,,,4.45,25,NZD,0.633002746,0.816659861,,6.23,6.12,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,23.88,CNY,0.12599194,0.162546783,
2014-09-10,,,,,4.5,25,NZD,0.633002746,0.816659861,,,6.07,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24,CNY,0.12599194,0.162546783,
2014-09-11,,,,,4.5,25,NZD,0.633002746,0.816659861,,6.07,6.1,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.1,CNY,0.12599194,0.162546783,
2014-09-12,,,,,4.5,25,NZD,0.633002746,0.816659861,,6.06,6.03,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.18,CNY,0.12599194,0.162546783,
2014-09-15,,,,,4.5,25,NZD,0.633002746,0.816659861,,5.95,5.92,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.01,CNY,0.12599194,0.162546783,
2014-09-16,,,,,4.45,25,NZD,0.633002746,0.816659861,,5.81,5.79,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.28,CNY,0.12599194,0.162546783,
2014-09-17,,,,,4.5,25,NZD,0.633002746,0.816659861,,,5.88,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.26,CNY,0.12599194,0.162546783,
2014-09-18,,,,,4.45,25,NZD,0.633002746,0.816659861,,5.83,5.98,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.21,CNY,0.12599194,0.162546783,
2014-09-19,,,,,4.45,25,NZD,0.633002746,0.816659861,,5.94,6.01,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.49,CNY,0.12599194,0.162546783,
2014-09-22,,,,,4.45,25,NZD,0.633002746,0.816659861,,5.98,6,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.48,CNY,0.12599194,0.162546783,
2014-09-23,,,,,4.42,25,NZD,0.633002746,0.816659861,,5.9,5.66,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.51,CNY,0.12599194,0.162546783,
2014-09-24,,,,,4.42,25,NZD,0.633002746,0.816659861,,,5.81,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.49,CNY,0.12599194,0.162546783,
2014-09-25,,,,,4.42,25,NZD,0.633002746,0.816659861,,5.72,5.79,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.46,CNY,0.12599194,0.162546783,
2014-09-26,,,,,4.42,25,NZD,0.633002746,0.816659861,,5.8,5.91,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.55,CNY,0.12599194,0.162546783,
2014-09-29,,,,,4.42,25,NZD,0.633002746,0.816659861,,5.85,5.76,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.84,CNY,0.12599194,0.162546783,
2014-09-30,,,,,4.3,25,NZD,0.633002746,0.816659861,,5.68,5.82,EUR,1,1.290136364,,,,,,,,,,,,,,,,,,,,,,,24.99,CNY,0.12599194,0.162546783,
2014-10-01,,,,,4.37,25,NZD,0.620943805,0.786905886,,5.5,5.79,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,,,,,4.35,25,NZD,0.620943805,0.786905886,,5.74,5.66,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,,,,,4.35,25,NZD,0.620943805,0.786905886,,,5.64,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,,,,,4.35,25,NZD,0.620943805,0.786905886,,5.67,5.64,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,,,,,4.35,25,NZD,0.620943805,0.786905886,,5.67,5.7,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,,,,,4.35,25,NZD,0.620943805,0.786905886,,,6.04,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.1,CNY,0.128432633,0.162759326,
2014-10-09,,,,,4.4,25,NZD,0.620943805,0.786905886,,6.06,6.1,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.31,CNY,0.128432633,0.162759326,
2014-10-10,,,,,4.4,25,NZD,0.620943805,0.786905886,,6.03,6.02,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.79,CNY,0.128432633,0.162759326,
2014-10-13,,,,,4.42,25,NZD,0.620943805,0.786905886,,5.88,6.04,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.49,CNY,0.128432633,0.162759326,
2014-10-14,,,,,4.4,25,NZD,0.620943805,0.786905886,,6.01,6.07,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.83,CNY,0.128432633,0.162759326,
2014-10-15,,,,,4.45,25,NZD,0.620943805,0.786905886,,,6.14,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.78,CNY,0.128432633,0.162759326,
2014-10-16,,,,,4.4,25,NZD,0.620943805,0.786905886,,6.16,6.19,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.62,CNY,0.128432633,0.162759326,
2014-10-17,,,,,4.35,25,NZD,0.620943805,0.786905886,,6.23,6.12,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.52,CNY,0.128432633,0.162759326,
2014-10-20,,,,,4.3,25,NZD,0.620943805,0.786905886,,6.03,6.1,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.73,CNY,0.128432633,0.162759326,
2014-10-21,,,,,4.4,25,NZD,0.620943805,0.786905886,,6.15,6.16,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.62,CNY,0.128432633,0.162759326,
2014-10-22,,,,,4.4,25,NZD,0.620943805,0.786905886,,,6.21,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,24.6,CNY,0.128432633,0.162759326,
2014-10-23,,,,,4.42,25,NZD,0.620943805,0.786905886,,6.16,6.32,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.08,CNY,0.128432633,0.162759326,
2014-10-24,,,,,4.42,25,NZD,0.620943805,0.786905886,,6.35,6.38,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,24.96,CNY,0.128432633,0.162759326,
2014-10-29,,,,,4.35,25,NZD,0.620943805,0.786905886,,5.92,6.4,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.14,CNY,0.128432633,0.162759326,
2014-10-30,,,,,4.3,25,NZD,0.620943805,0.786905886,,6.38,6.4,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.06,CNY,0.128432633,0.162759326,
2014-10-31,,,,,4.35,25,NZD,0.620943805,0.786905886,,6.35,6.33,EUR,1,1.267273913,,,,,,,,,,,,,,,,,,,,,,,25.09,CNY,0.128432633,0.162759326,
2014-11-03,,,,,4.4,25,NZD,0.627963006,0.78320802,,6.3,6.55,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,25.52,CNY,0.130491836,0.162752028,
2014-11-04,,,,,4.35,25,NZD,0.627963006,0.78320802,,6.56,6.47,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,25.28,CNY,0.130491836,0.162752028,
2014-11-05,,,,,4.37,25,NZD,0.627963006,0.78320802,,,6.63,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,25.29,CNY,0.130491836,0.162752028,
2014-11-06,,,,,4.37,25,NZD,0.627963006,0.78320802,,6.61,6.63,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,25.1,CNY,0.130491836,0.162752028,
2014-11-07,,,,,4.35,25,NZD,0.627963006,0.78320802,,6.6,6.73,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.93,CNY,0.130491836,0.162752028,
2014-11-10,,,,,4.37,25,NZD,0.627963006,0.78320802,,6.7,6.7,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,25,CNY,0.130491836,0.162752028,
2014-11-11,,,,,4.37,25,NZD,0.627963006,0.78320802,,6.68,6.79,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,,,,,4.25,25,NZD,0.627963006,0.78320802,,,6.83,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.33,CNY,0.130491836,0.162752028,
2014-11-13,,,,,4.25,25,NZD,0.627963006,0.78320802,,6.78,6.78,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.73,CNY,0.130491836,0.162752028,
2014-11-14,,,,,4.35,25,NZD,0.627963006,0.78320802,,6.7,6.61,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.32,CNY,0.130491836,0.162752028,
2014-11-17,,,,,4.4,25,NZD,0.627963006,0.78320802,,6.64,6.88,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.43,CNY,0.130491836,0.162752028,
2014-11-18,,,,,4.35,25,NZD,0.627963006,0.78320802,,6.91,7.02,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.45,CNY,0.130491836,0.162752028,
2014-11-19,,,,,4.32,25,NZD,0.627963006,0.78320802,,,7.03,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.3,CNY,0.130491836,0.162752028,
2014-11-20,,,,,4.32,25,NZD,0.627963006,0.78320802,,6.93,6.95,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.4,CNY,0.130491836,0.162752028,
2014-11-21,,,,,4.32,25,NZD,0.627963006,0.78320802,,6.88,6.98,EUR,1,1.24722,,,,,,,,,,,,,,,,,,,,,,,24.13,CNY,0.130491836,0.162752028,
