"Date","All_H5","All_H10","All_H15","All_H20"
2022-12-09,9.36882812133843,9.36913067027269,9.36913067182526,9.36913067182526
2022-12-16,9.37041767391877,9.37069520436633,9.3706952063206,9.37069520632062
2022-12-23,9.38395961941515,9.38423290392775,9.38423290587842,9.38423290587843
2022-12-30,9.08570061348878,9.08597248065563,9.08597248265624,9.08597248265625
2023-01-06,9.05976562480131,9.0600286820787,9.06002868359567,9.06002868359568
2023-01-13,9.1470442087377,9.14732935836673,9.14732936021509,9.1473293602151
2023-01-20,9.10849446297629,9.10888914772323,9.10888915563718,9.10888915563733
2023-01-27,8.92931930823755,8.92962285990865,8.92962286467811,8.92962286467818
2023-02-03,8.83145534109788,8.83175781911277,8.83175782366636,8.83175782366643
2023-02-10,8.8623524699993,8.86275801136178,8.8627580206085,8.8627580206087
2023-02-17,8.83279419098831,8.83312807220677,8.83312807778234,8.83312807778243
2023-02-24,8.73949952145295,8.73983326274615,8.7398332679192,8.73983326791928
2023-03-03,8.51075673484271,8.5110796439786,8.51107964912224,8.51107964912232
2023-03-10,8.35342611479624,8.35372559645111,8.35372560095314,8.35372560095321
2023-03-17,8.24486092439315,8.24515356916627,8.24515357403882,8.2451535740389
2023-03-24,8.4836560065837,8.4839086125122,8.48390861544165,8.48390861544168
2023-03-31,7.91857655302385,7.91891722827623,7.91891723393415,7.91891723393423
2023-04-07,7.88623145526644,7.88646131848792,7.8864613223563,7.88646132235636
2023-04-14,7.76821127605813,7.76844849262292,7.76844849657144,7.76844849657151
2023-04-21,7.83192906089243,7.83215902391061,7.83215902813401,7.83215902813409
2023-04-28,8.00904619459964,8.00930723871071,8.00930724369534,8.00930724369544
2023-05-05,7.95984431686011,7.96008969046815,7.96008969495978,7.96008969495986
2023-05-12,7.95179238218016,7.95203427618999,7.95203428048845,7.95203428048853
2023-05-19,7.89682924841985,7.89705726887257,7.89705727263281,7.89705727263287
2023-05-26,8.06705431712476,8.0672878473877,8.06728785204862,8.06728785204871
2023-06-02,7.8686895451077,7.86889269038745,7.86889269412477,7.86889269412484
2023-06-09,7.99935181017002,7.99956769611031,7.99956770040203,7.99956770040212
2023-06-16,7.92520982497487,7.92542124675455,7.92542125079506,7.92542125079514
2023-06-23,9.23278851111704,9.23302300408868,9.2330230105005,9.23302301050069
2023-06-30,8.85532972284935,8.85541385778692,8.85541385850691,8.85541385850692
2023-07-07,9.36339432438859,9.36353277995264,9.36353278156244,9.36353278156245
2023-07-14,9.21190038663642,9.21192503961858,9.21192503964244,9.21192503964244
2023-07-21,8.78375081400771,8.78377664517257,8.78377664519542,8.78377664519542
2023-07-28,9.05422324400343,9.05428322667191,9.05428322680393,9.05428322680393
2023-08-04,8.99623231443276,8.9962620099911,8.99626201002268,8.99626201002268
2023-08-11,8.04991098156241,8.04993899064493,8.04993899067628,8.04993899067628
2023-08-18,7.84674907084735,7.84677566530307,7.84677566533315,7.84677566533315
2023-08-25,7.81319332267941,7.81321877113896,7.81321877116613,7.81321877116613
