"","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
"3041",6.20653651145833,NA,23.72,NA,NA,0.0152652284015112,NA,12.1863225518247
"3042",6.15796550672403,NA,24.6,NA,NA,0.0152480658815741,NA,12.1026895967113
"3043",6.15251752967105,NA,24.33,NA,NA,0.0152623659699275,NA,12.0862473682487
"3044",NA,NA,24.62,NA,NA,0.0145593530971634,NA,12.0487863784567
"3045",5.93965303262253,NA,24.47,NA,NA,0.0145625287759475,NA,11.9039314401964
"3046",5.89417515259484,NA,24.92,NA,NA,0.0145843328757776,NA,12.0657520176526
"3047",NA,NA,25.18,NA,NA,0.0152325967871127,NA,NA
"3048",NA,NA,25.18,NA,NA,0.015367368743658,NA,12.7517360929881
"3049",NA,NA,25.01,NA,NA,0.0152826588892197,NA,12.5782753616597
"3050",NA,NA,24.98,NA,NA,0.0153310470984163,NA,12.5628816959777
"3051",NA,NA,25.01,NA,NA,NA,NA,12.483088437109
"3052",5.83985625368269,NA,25.31,NA,NA,0.0155168872894001,NA,12.7719814039951
"3053",5.82263272387874,NA,23.32,NA,NA,0.0152238018139042,NA,12.6524083527964
"3054",6.00661170372533,NA,23.73,NA,NA,0.0154685906594108,NA,12.6270749648948
"3055",5.97745797351187,NA,22.25,NA,NA,0.0152287926204177,NA,12.4418283757483
"3056",5.99836729895184,NA,22.84,NA,NA,0.0151787581992338,NA,12.5006112768351
"3057",5.94408202870254,NA,22.03,NA,NA,0.0150385199453059,NA,12.2677571486507
"3058",6.01336977492687,NA,22.11,NA,NA,0.0151617412580613,NA,12.3521221036543
"3059",6.15705850889173,NA,22.74,NA,NA,0.0152318833972878,NA,12.4037880332101
"3060",NA,NA,22.55,NA,NA,0.0151165023993568,NA,12.3886581690144
"3061",6.19207599119537,NA,22.62,NA,NA,0.0152535452057303,NA,12.5269232903106
"3062",6.15783344467132,NA,23.4,NA,NA,0.0153495526225932,NA,12.6028156291451
"3063",NA,NA,23.67,NA,NA,0.0153077825389455,NA,12.6226428571841
"3064",NA,NA,24.86,NA,NA,0.0153017951013249,NA,12.6983073311279
"3065",6.16947505932377,NA,24.47,NA,NA,0.015078021016195,NA,12.6916037243654
"3066",NA,NA,25.21,NA,NA,0.0151560753031854,NA,12.7050162504832
"3067",6.10418324600577,NA,24.72,NA,NA,0.0152404473840669,NA,12.6713841382996
"3068",6.10418324600577,NA,24.07,NA,NA,0.0153806305575995,NA,12.8400716649704
"3069",NA,NA,23.93,NA,NA,0.0156904583530899,NA,12.5850639754317
"3070",NA,NA,22.77,NA,NA,0.0156330156668972,NA,12.5388742396739
"3071",NA,NA,23.39,NA,NA,0.0156435476918025,NA,12.5454571896798
"3072",6.27963967499312,NA,23.06,NA,NA,0.0157111560510322,NA,12.4353248283354
"3073",6.40170669096488,NA,22.3,NA,NA,0.015757628131475,NA,12.4995097932018
"3074",6.35075044874763,NA,21.99,NA,NA,0.0155391893931177,NA,12.4776937404723
"3075",6.36822449062149,NA,23.06,NA,NA,NA,NA,12.5115455525222
"3076",6.42085924051074,NA,23.17,NA,NA,NA,NA,12.5543499693904
"3077",6.23826414335727,NA,23.7,NA,NA,NA,NA,12.6695472128546
"3078",6.25546559049964,NA,23.48,NA,NA,0.0156899660493593,NA,12.7142763827067
"3079",6.25311575213921,NA,22.37,NA,NA,0.0157430216324737,NA,12.741227676434
"3080",6.25703288534861,NA,22.4,NA,NA,0.0158491935938597,NA,12.8612937006209
"3081",NA,NA,20.7,NA,NA,0.0158755140545198,NA,12.7424321806272
"3082",6.32339489124561,NA,20.94,NA,NA,0.0159339903575539,NA,12.9077785323076
"3083",6.3146447153833,NA,19.78,NA,NA,0.0167438631914898,NA,12.8458791136509
"3084",6.37789284624988,NA,20.42,NA,NA,0.0167457076282938,NA,12.8830563728438
"3085",NA,NA,20.01,NA,NA,0.0166806134346448,NA,NA
"3086",6.36822449062149,NA,20.21,NA,NA,0.0166806134346448,NA,12.7687105935195
"3087",6.37063951742681,NA,20.48,NA,NA,0.0160683695617534,NA,12.7721947530096
"3088",5.96821641026655,NA,18.8,NA,NA,0.0160076560678626,NA,12.7588795340379
"3089",NA,NA,18.94,NA,NA,0.0160580163531473,NA,12.7586839696606
"3090",NA,NA,19.24,NA,NA,0.0162095074337045,NA,12.7205196260177
"3091",6.07184838499822,NA,19.66,NA,NA,0.016148489132789,NA,12.6911165463036
"3092",6.01629549733225,NA,21.27,NA,NA,0.0162086928005564,NA,12.7578097853268
"3093",5.93623624342452,NA,21.69,NA,NA,0.0162079811180499,NA,12.7633011001966
"3094",5.92071136310418,NA,22.28,NA,NA,NA,NA,12.7388657134635
"3095",5.8869980898471,NA,23.13,NA,NA,0.0162776676248661,NA,12.8532735260868
"3096",5.9076710464779,NA,22.94,NA,NA,0.0163858774047592,NA,12.9473245883165
"3097",5.82272764117175,NA,22.13,NA,NA,0.0163142154840066,NA,12.9809134016977
"3098",5.91137410279874,NA,23.27,NA,NA,0.0164551594886779,NA,13.2443601857959
"3099",5.97853176109748,NA,23.02,NA,NA,0.0163488317785705,NA,13.1440751212715
"3100",6.00939641875397,NA,22.28,NA,NA,0.0163840736653514,NA,13.1230474081392
"3101",5.98378447945193,NA,22.33,NA,NA,0.0163673388700644,NA,13.0089551543239
"3102",6.00279600821912,NA,22.28,NA,NA,0.0161955661119236,NA,12.9273082564605
"3103",5.9765625,NA,22.74,NA,NA,0.016092492969687,NA,12.9878056170012
"3104",5.98778433292316,NA,22.47,NA,NA,0.0160474422707684,NA,12.9896836883373
"3105",6.0080634337149,NA,21.82,NA,NA,0.0161065474384351,NA,13.0111774107035
"3106",NA,NA,21.12,NA,NA,0.0161140841931228,NA,12.9658585419709
"3107",5.94753294020711,NA,21.64,NA,NA,0.0160789578610172,NA,12.7946257288204
"3108",5.98254354791203,NA,20.94,NA,NA,0.0161216262390716,NA,12.8879998256448
"3109",5.98842923948708,NA,20.67,NA,NA,0.0160699439398035,NA,13.0406957452617
"3110",6.12877362381759,NA,20.94,NA,NA,0.0161680001644255,NA,13.0453078392116
"3111",6.21680776146389,NA,21.54,NA,NA,0.0162168577216982,NA,13.1622818875904
"3112",6.15428840742501,NA,21.85,NA,NA,0.0162452495032969,NA,13.2495346120731
"3113",6.16438344996035,NA,22.26,NA,NA,0.0164140289533755,NA,13.3451533262795
"3114",6.3042961004034,NA,21.54,NA,NA,0.0164101651167193,NA,13.35229263514
"3115",6.33712987766623,NA,21.91,NA,NA,0.0165227728438945,NA,13.4198884050764
"3116",6.27409211536796,NA,22.01,NA,NA,0.016427434157745,NA,13.4757352770779
"3117",6.31627879374443,NA,23.16,NA,NA,0.0164616150191745,NA,13.4466160152636
"3118",6.32909802818458,NA,24.44,NA,NA,0.0164399213602827,NA,13.5040241992114
"3119",6.32508782836242,NA,24.6,NA,NA,0.0166173367444326,NA,13.6218552002995
"3120",6.4076070085188,NA,24.31,NA,NA,0.0166951090674345,NA,13.5684053244915
"3121",6.50196408730364,NA,25.53,NA,NA,0.0167419520545996,NA,13.6424442020681
"3122",6.57579524632727,NA,26.13,NA,NA,0.0168007835466157,NA,13.7786647079507
"3123",6.51432014334102,NA,27.32,NA,NA,0.0167518663310726,NA,13.7402469135802
"3124",6.55076845553036,NA,26.58,NA,NA,0.0168167868529724,NA,13.5641005560341
"3125",6.54494942987429,NA,26.81,NA,NA,0.0167845412881642,NA,13.5316675318721
"3126",6.5749587109789,NA,27,NA,NA,0.0167882068354972,NA,13.5965243197022
"3127",NA,NA,27.46,NA,NA,0.0169071998769094,NA,13.6098755514861
"3128",6.59004080833092,NA,26.89,NA,NA,0.0169742110290025,NA,13.8234110863329
"3129",NA,NA,NA,NA,NA,0.0171070371104463,NA,NA
"3130",NA,NA,26.89,NA,NA,0.0169416062244235,NA,13.7754067938806
"3131",6.50278673023652,NA,27.53,NA,NA,0.0169722757405543,NA,13.9999305559
"3132",6.42451919768106,NA,27.4,NA,NA,0.016875324305048,NA,14.2320593072586
"3133",NA,NA,27.28,NA,NA,0.0173672833032099,NA,14.3368134010457
"3134",6.4888230023784,NA,25.85,NA,NA,0.0174044337213597,NA,14.3468785891336
"3135",6.56622585562937,NA,26.38,NA,NA,0.0167276911083985,NA,14.403989953177
"3136",NA,NA,26.29,NA,NA,0.0166309954253903,NA,14.3747357658413
"3137",6.47766031620404,NA,25.78,NA,NA,NA,NA,14.7239985278874
"3138",6.4800962136409,NA,24.7,NA,NA,0.0170729751176282,NA,15.0997202820852
"3139",6.58570627929283,NA,25.2,NA,NA,0.0170724511375122,NA,15.0350765306122
"3140",6.52827187593505,NA,25.33,NA,NA,NA,NA,14.8277765715531
"3141",NA,NA,26.4,NA,NA,0.016854750923568,NA,14.5748030804345
"3142",6.5526673131549,NA,26.91,NA,NA,0.0169712493493894,NA,14.548244161473
"3143",6.50631923828287,NA,26.5,NA,NA,0.0167592124784259,NA,14.3380962821038
"3144",6.50794155949295,NA,25.62,NA,NA,0.0166694617675273,NA,14.2573773943409
"3145",6.45393664166186,NA,25.03,NA,NA,0.0160380654535989,NA,14.4892178743215
"3146",6.43553332814982,NA,25.89,NA,NA,0.0159318074808142,NA,14.5489650717992
"3147",6.40928616255857,NA,25.97,NA,NA,0.0158748473624355,NA,14.6603954081633
"3148",6.46888320108317,NA,25.57,NA,NA,0.0157782317646428,NA,14.7580090320938
"3149",6.44104040594983,NA,25,NA,NA,0.0152160928095423,NA,14.8003714330783
"3150",6.46908352826679,NA,25.2,NA,NA,0.0143354342425293,NA,14.6751313829007
"3151",6.0488157923274,NA,25.38,NA,NA,0.014533392341025,NA,14.7308096345342
"3152",6.05703200768851,NA,26.37,NA,NA,0.0150659133709981,NA,14.6099727464909
"3153",NA,NA,26.06,NA,NA,0.0152848618785019,NA,14.6248891932629
"3154",6.07727019724851,NA,25.47,NA,NA,0.0153286570312117,NA,14.5276554761165
"3155",6.07426555224294,NA,25.59,NA,NA,0.0153768173668236,NA,NA
"3156",6.12184891110558,NA,25.48,NA,NA,0.0155326632633132,NA,14.6853843090402
"3157",6.14164961618553,NA,25.53,NA,NA,0.0153161908613542,NA,14.7673109802967
"3158",NA,NA,25.3,NA,NA,0.0154242723436539,NA,14.7485124345217
"3159",6.13478466853726,NA,24.46,NA,NA,0.0155913679452491,NA,14.6429217283148
"3160",6.12640979670723,NA,23.74,NA,NA,0.0158321878109981,NA,14.4533377236864
"3161",NA,NA,24.56,NA,NA,0.0158379243273876,NA,14.4645888970685
"3162",6.13554687194308,NA,24.25,NA,NA,0.0154102922189812,NA,14.5392764291531
"3163",NA,NA,23.98,NA,NA,NA,NA,14.3741603861735
"3164",6.01027255177901,NA,24.51,NA,NA,0.0150756580871118,NA,14.1364431265074
"3165",NA,NA,25.2,NA,NA,0.0150207202216691,NA,14.1683413390844
"3166",NA,NA,24.98,NA,NA,0.0151543696147991,NA,14.1024776876792
"3167",5.89828149366392,NA,24.82,NA,NA,0.01530302578699,NA,14.1683786921745
"3168",5.88526739283696,NA,24.96,NA,NA,0.0153623175161925,NA,14.1670886573812
"3169",NA,NA,25.05,NA,NA,0.0154893866009594,NA,14.2997218027341
"3170",5.78478737590404,NA,25.02,NA,NA,0.0155503597847754,NA,14.1788631316011
"3171",NA,NA,25.12,NA,NA,0.0160219716694845,NA,13.9254323916624
"3172",5.71253879415161,NA,24.96,NA,NA,0.0160508247947713,NA,13.9389222463421
"3173",5.71323926793093,NA,25.1,NA,NA,0.0162471123948698,NA,13.8759593247235
"3174",NA,NA,25.3,NA,NA,0.0161575565990692,NA,13.7011797164701
"3175",5.67282374927364,NA,26.37,NA,NA,0.0161934562587369,NA,13.6291378832621
"3176",5.70065042283581,NA,26.41,NA,NA,0.0163350685697748,NA,13.6416538066466
"3177",5.70078881361771,NA,27.39,NA,NA,0.0163371521213433,NA,13.6886211205101
"3178",5.74163940588877,NA,26.89,NA,NA,0.0162404196859057,NA,13.711835288606
"3179",5.72265496091236,NA,26.28,NA,NA,0.0162596947801186,NA,13.8665964092449
"3180",5.71418113932879,NA,26.92,NA,NA,0.016346948284025,NA,14.0791735611495
"3181",5.74395362721431,NA,26.72,NA,NA,0.0162221623222631,NA,14.1862813804609
"3182",NA,NA,26.51,NA,NA,0.0161494398766118,NA,14.2249715341335
"3183",5.80843997306433,NA,26.01,NA,NA,0.0162238967100114,NA,14.2073281602847
"3184",5.79833269020804,NA,26.38,NA,NA,0.0161990456079828,NA,14.3596300362374
"3185",5.80121779163882,NA,26.81,NA,NA,0.0161124746491173,NA,14.3852516388452
"3186",NA,NA,26.56,NA,NA,0.0160675059511307,NA,14.1907864113361
"3187",5.74107969408588,NA,28.19,NA,NA,0.0161258801299513,NA,14.0983087237371
"3188",5.76173552692848,NA,28.29,NA,NA,0.0161532303366585,NA,13.9644171486076
"3189",5.82219932484923,NA,28.79,NA,NA,0.0160481183137393,NA,13.8908180598053
"3190",5.86597236287792,NA,29.05,NA,NA,0.0160550881221476,NA,13.8967749294352
"3191",5.87037679698349,NA,28.47,NA,NA,0.0161696306472708,NA,14.0717633346532
"3192",5.85132666017614,NA,28.47,NA,NA,0.0161181297940286,NA,14.0684351086563
"3193",5.90653275753617,NA,27.78,NA,NA,0.0162416101476412,NA,13.9311016170029
"3194",NA,NA,28.89,NA,NA,0.0163372078778065,NA,14.060072254473
"3195",NA,NA,28.99,NA,NA,0.0163508465497426,NA,14.0901955929307
"3196",5.91989846947892,NA,29.81,NA,NA,0.0165497711158438,NA,14.2104855674665
"3197",NA,NA,29.19,NA,NA,0.0165108147455108,NA,14.2572388389978
"3198",NA,NA,29.02,NA,NA,0.0163590215853193,NA,14.24189197376
"3199",NA,NA,28.29,NA,NA,0.0164475836738682,NA,NA
"3200",5.81070653477695,NA,28.42,NA,NA,0.0164061791394726,NA,14.2202912830999
"3201",NA,NA,27.9,NA,NA,0.0164807460935914,NA,14.1330360368542
"3202",5.78631293012046,NA,27.98,NA,NA,0.0165432265704198,NA,NA
"3203",NA,NA,29.45,NA,8.29324975900627,0.0162944298589521,NA,14.3365511821512
"3204",NA,NA,29.26,NA,8.28743676876461,0.0159790585163585,NA,14.266555297829
"3205",NA,NA,28.7,NA,8.04847832819861,0.0153801368401696,NA,14.0096644690141
"3206",NA,NA,28.41,NA,8.03243457002111,0.0155156935124742,NA,14.0117001603985
"3207",NA,NA,28.28,NA,7.85052533512758,0.0155343507390524,NA,13.9344409201201
"3208",5.61089033296705,NA,28.53,NA,8.03192606595253,0.015764644012274,NA,13.9178249994614
"3209",5.56338950978438,NA,28.12,NA,8.05512238657766,0.0155979896133338,NA,13.868154000531
"3210",5.49127720583518,NA,26.7,NA,8.05285261456497,0.0158174633790318,NA,13.8494521121743
"3211",5.64930102402379,NA,27.1,NA,8.14062656580648,0.0165446252714411,NA,14.0124103300932
"3212",5.59671949883017,NA,26.91,NA,8.12840234559454,0.0166311159894923,NA,14.1388849936646
"3213",5.67552384824604,NA,25.98,NA,8.19197598379639,NA,NA,14.2285872895373
"3214",5.69983831408814,NA,25.96,NA,8.1796232886949,0.0166776932658039,NA,14.2966440270878
"3215",5.68523093020324,NA,26.56,NA,8.1566537371925,0.0166024671279145,NA,14.2650124338739
"3216",5.74325505506672,NA,26.25,NA,8.11827692037916,0.0162579265914276,NA,14.197834410568
"3217",NA,NA,26.02,NA,8.09595630552622,0.0165815776654373,NA,14.2469986194007
"3218",NA,NA,25.66,NA,8.03805383036785,0.0164060999183071,NA,14.2680106377594
"3219",5.65793719457518,NA,25.1,NA,8.11591640078243,0.016153276019399,NA,14.1075596421241
"3220",5.73484670376782,NA,25.83,NA,8.16367488501937,0.0163616752660027,NA,14.2520899277656
"3221",5.70903687450606,NA,25.41,NA,8.11562219278488,0.0164465287496915,NA,14.2290189050811
"3222",5.69169631144188,NA,26.01,NA,8.05298287048444,0.0164702974427164,NA,14.237987048876
"3223",5.7405148621115,NA,26.46,NA,8.06503319515526,0.0166781223746554,NA,14.2128877016177
"3224",5.84121242143325,NA,26.32,NA,8.20027915664198,0.0169538540632748,NA,14.4006878013612
"3225",5.82977308528657,NA,25.19,NA,8.23002335742156,0.0169100594897045,NA,NA
"3226",5.90109785049039,NA,25.23,NA,8.33863601094996,0.0170056917596835,NA,14.4702672723157
"3227",5.89964402003261,NA,25.52,NA,8.31971888556658,0.0170085088934041,NA,14.3107012112973
"3228",5.93102019833148,NA,25.53,NA,8.36584899463702,0.017240002760609,NA,14.2942710147287
"3229",5.99974223872669,NA,25.08,NA,8.5069359544884,0.0175447078251711,NA,14.2687106116253
"3230",6.05912293794105,NA,25.02,NA,8.45444563428931,0.0177390689349092,NA,14.1868830980179
"3231",6.06062887131114,NA,26.72,NA,8.43043010673033,0.0175060553261935,NA,14.1781918597023
"3232",6.09998104382324,NA,26.27,NA,8.42820744871679,0.0179261985046379,NA,14.3154081787813
"3233",6.0470956514068,NA,26.43,NA,8.32179670340171,NA,NA,14.1402575084747
"3234",6.06213536617763,NA,26.38,NA,8.22909809084924,NA,NA,14.0933143298691
"3235",6.11521860997038,NA,27.04,NA,8.22956423636075,0.0181571885407943,NA,14.2892561983471
"3236",6.03809867195481,NA,26.22,NA,8.17103468501549,0.0179623304702814,NA,14.0984067649965
"3237",6.01792873594856,NA,25.45,NA,8.1608525381565,0.0181485906309314,NA,14.1895465774785
"3238",5.94409887733615,NA,25.95,NA,8.14742832828696,0.0192683716061769,NA,14.144875026255
"3239",5.91930599975276,NA,26.53,NA,8.06199565529788,0.0199672261896468,NA,14.220474650937
"3240",5.96169363498906,NA,25.8,NA,8.17868794806508,0.0202634243199114,NA,14.2878333362486
"3241",5.982319768328,NA,25.54,NA,8.2209950830179,0.0205519209492016,NA,14.2178934512053
"3242",6.05329529041558,NA,25.21,NA,8.16459519003951,0.0215069606851897,NA,14.4187215621313
"3243",6.11020229489727,NA,25.64,NA,8.25995696678758,0.0221455983883404,NA,14.4799653748562
"3244",6.15828174086179,NA,25.3,NA,8.22057434483414,0.0225623771506189,NA,14.4349904033643
"3245",6.17507427128112,NA,24.72,NA,8.20687803024729,0.0205889222181293,NA,14.5327293061765
"3246",6.07404004329139,NA,25.04,NA,8.13103498649655,0.0184413674019258,NA,14.4393876360337
"3247",NA,NA,24.19,NA,8.1146435797902,0.0183150176578085,NA,14.3490346805592
"3248",6.10695350052919,NA,23.24,NA,8.19601632296138,NA,NA,14.3083776149891
"3249",6.15990452817206,NA,22.94,NA,8.21962574850795,0.0186884886557947,NA,14.2771081777151
"3250",NA,NA,23.41,NA,8.13640277193797,0.0186086747694315,NA,14.2927300693281
"3251",6.11082031485934,NA,22.53,NA,8.17761153734309,0.0186082012878206,NA,14.3178459799139
"3252",6.08911027240007,NA,22.65,NA,8.1466757119454,NA,NA,14.2537800006435
"3253",6.11532654243182,NA,23.26,NA,8.14703601726121,0.0187956006254145,NA,14.1384759330766
"3254",6.13793262214043,NA,24.44,NA,8.15603164078925,0.0190702427922316,NA,14.0792375551355
"3255",6.11833346385778,NA,24.15,NA,8.07517122405459,0.0191019227285097,NA,14.1427847656291
"3256",6.06974430703788,NA,25.71,NA,8.07395019536941,0.0191148936197836,NA,14.126875167017
"3257",6.03791812583021,NA,26.3,NA,8.00983876918027,0.0189863631332826,NA,14.0683129204071
"3258",6.0973314765328,NA,26.06,NA,8.07671501007233,0.0190304203851476,NA,13.9613223996427
"3259",6.16058947624895,NA,25.88,NA,8.1016623774898,0.0189215614499286,NA,13.8520852691081
"3260",6.20469130903652,NA,25.93,NA,8.19319002924189,0.0192035924982962,NA,13.896275559974
"3261",6.20928057759936,NA,25.66,NA,8.24852378289201,0.019353252320985,NA,13.956302598371
"3262",6.19934358999248,NA,24.75,NA,8.26331926461612,0.0194157454836862,NA,13.9437649332818
"3263",6.12892800119715,NA,25.44,NA,8.24748541194201,0.0193817398541206,NA,13.8930774485296
"3264",6.16294498871108,NA,24.97,NA,8.19369299102635,0.019677091957133,NA,13.9420709315856
"3265",6.16902209421027,NA,25.12,NA,NA,0.0198913295443107,NA,13.8756271596736
"3266",6.20260740362457,NA,25.45,NA,8.17914850477199,0.020004385140757,NA,13.8132625143702
"3267",6.22951923357546,NA,26,NA,8.18993786138224,0.0201185548287958,NA,13.7433923893663
"3268",6.21027867542101,NA,25.61,NA,8.25884431269454,0.0199748923545991,NA,13.7545496591526
"3269",6.32692483717975,NA,25.29,NA,8.27596995726789,0.0201075146145149,NA,13.7015724519778
"3270",6.31440634678203,NA,25.63,NA,8.26077861675835,0.0204037561173902,NA,13.7977971283714
"3271",6.3948538804762,NA,25.51,NA,8.27029344966804,0.0209363670962478,NA,13.9766078228101
"3272",6.38451555162741,NA,24.79,NA,8.27025549518567,0.0209871185663389,NA,13.9830182287673
"3273",6.62653612998573,NA,24.94,NA,8.28841697879727,0.0213977518355129,NA,14.03992767029
"3274",6.58945775755233,NA,24.84,NA,8.2361167584262,0.0214779281128254,NA,14.1241708765596
"3275",6.55513133830302,NA,24.93,NA,8.31173255342152,0.0215119111120968,NA,14.1078810353794
"3276",6.72021516923968,NA,24.12,NA,8.25317856783231,0.0217215311733957,NA,14.1472779007163
"3277",6.65979874759956,NA,24.39,NA,8.46606767332023,0.0218809396254553,NA,14.1333379387762
"3278",6.63538304739256,NA,23.96,NA,8.34861957754644,0.022175366987884,NA,14.1360570878038
"3279",6.66819082456942,NA,23.85,NA,8.37082862160709,0.021205294740665,NA,14.0947155054155
"3280",6.62640335248148,NA,23.39,NA,8.31872820236383,0.021749139076859,NA,14.0193512745124
"3281",6.64929670255791,NA,23.44,NA,8.39903859319474,0.0218555986103958,NA,14.023555858129
"3282",6.60768643239894,NA,24.03,NA,8.32858872440195,0.0218765574030002,NA,14.0469162434428
"3283",6.59066624197669,NA,23.94,NA,8.31701722357682,0.0217779218843849,NA,14.0850543757941
"3284",6.63865291702257,NA,24.58,NA,8.3848595348721,0.0221941291289929,NA,14.1664181575649
"3285",6.62966658584661,NA,24.44,NA,8.42105489053765,0.0226848462607463,NA,14.1895816661502
"3286",6.64110690569658,NA,24.53,NA,8.43874824249882,0.023341946720822,NA,14.2178934512053
"3287",6.64274365415757,NA,25.26,NA,8.4456440528281,0.0227177278997113,NA,14.2779187711922
"3288",6.62069848868445,NA,25.15,NA,8.38086171578169,0.0226883087616678,NA,14.2545793083647
"3289",6.59228437755664,NA,25.36,NA,8.39884086339118,0.0226734673610899,NA,14.2338811289602
"3290",6.62966658584661,NA,24.47,NA,8.51752081596637,0.021888809598447,NA,14.034237949722
"3291",6.68138209894175,NA,24.15,NA,8.55274897194226,0.0217048436792088,NA,13.9833872635742
"3292",6.69378450093673,NA,24.9,NA,8.56855992732027,0.0220325658139869,NA,13.9960150565494
"3293",6.62966658584661,NA,24.85,NA,8.56654035041907,0.0223857565128268,NA,13.930536713317
"3294",6.69461255530438,NA,25.1,NA,8.69122857694573,0.0228430212071506,NA,14.0605159535366
"3295",6.65668047944349,NA,25.3,NA,8.64481264337945,0.0227831849259114,NA,14.0314640176221
"3296",6.59471269851498,NA,25.11,NA,8.61969813468862,0.0227486376409058,NA,13.9556662053033
"3297",6.67973105005723,NA,24.65,NA,8.66771437562037,0.0228064009604804,NA,13.8735922260852
"3298",6.74457839185695,NA,25.25,NA,8.69651074906297,0.0237853779701637,NA,13.9301202502893
"3299",6.69461255530438,NA,24.17,NA,8.71199644550545,0.0237333989164735,NA,14.0092997322921
"3300",6.62493178563573,NA,25.01,NA,8.67592729888412,0.023993759408509,NA,14.0562386807003
"3301",6.55185428824093,NA,26.07,NA,8.61156490578744,0.0241721091275406,NA,14.0627286676713
"3302",6.60125164905734,NA,26.58,NA,8.70166805702915,0.0242249995233032,NA,14.1914838282574
"3303",6.65203347103873,NA,26.85,NA,8.72024569203976,0.0244252704879119,NA,14.1766083536049
"3304",6.73854143847221,NA,26.67,NA,10.1303247079377,0.0247501291730625,NA,14.3087531010311
"3305",6.80194443930888,NA,26.54,NA,10.206855353818,0.0246026369975547,NA,14.3206562219394
"3306",NA,NA,26.08,NA,10.2166355476312,0.0223026517968382,NA,NA
"3307",NA,NA,26.08,NA,NA,0.0237888979259105,NA,15.0258424998012
"3308",NA,NA,26.7,NA,10.2411476202714,0.0223565374255144,NA,14.8141475108729
"3309",6.80874425838008,NA,25.09,NA,10.2842565256016,0.022702671238414,NA,14.716109615124
"3310",NA,NA,24.64,NA,10.2892005825103,NA,NA,14.6740397615548
"3311",NA,NA,24.39,NA,NA,0.0218324529219142,NA,14.8594721921889
"3312",6.76894074525906,NA,24.98,NA,10.1727350398295,0.020733265013528,NA,14.939643358906
"3313",6.70697513883823,NA,24.23,NA,10.1279092752548,0.0193292648520309,NA,14.9261774014178
"3314",6.54542749033102,NA,24.55,NA,10.2351958969133,0.0207718006493712,NA,15.1353332416367
"3315",6.5940801536475,NA,24.08,NA,10.3538268419335,0.0216145451156154,NA,15.1934743759864
"3316",6.57942755120374,NA,24.67,NA,10.2553777488728,0.0214404180455465,NA,15.1717843733459
"3317",6.64410190998518,NA,24.21,NA,10.2918820086689,0.0229182359732738,NA,15.0257491848248
"3318",6.69024583573626,NA,24.14,NA,10.249271358375,0.0233272767791541,NA,14.9664740090155
"3319",6.63421669370831,NA,23.84,NA,10.2505227766616,0.0235529663006129,NA,14.9826190714978
"3320",6.6345064654301,NA,24.51,NA,10.2470961075708,0.0224715473570437,NA,14.9155028317291
"3321",6.63943948946103,NA,24.85,NA,10.3601318300653,0.0231768728565452,NA,14.944967556395
"3322",6.64767343111372,NA,25.44,NA,10.3724954924657,0.023012848254384,NA,15.0719340383843
"3323",6.63943948946103,NA,25.17,NA,NA,0.0230608554908102,NA,14.9500105771325
"3324",6.59768339928544,NA,24.92,NA,10.3458049886621,0.0226118942436642,NA,14.9661197339737
"3325",6.58710269052456,NA,25.01,NA,10.2961957312248,0.0227701630858331,NA,14.8930641008779
"3326",6.63779453697692,NA,24.7,NA,10.4471443736146,0.0228131899517858,NA,14.9656105333796
"3327",6.63368482928544,NA,24.38,NA,10.4722064837752,NA,NA,15.0856091033594
"3328",NA,NA,24.59,NA,NA,NA,NA,15.1542300128314
"3329",6.51214682326882,NA,24.65,NA,10.214622629235,0.0226669282668077,NA,15.1926377054094
"3330",6.5113478113591,NA,23.99,NA,10.1056012838212,0.0225681120336475,NA,15.2312642639944
"3331",6.4243462670649,NA,23.74,NA,9.7900838586065,0.0222025203065753,NA,15.1979806166155
"3332",6.28493769161817,NA,23.88,NA,9.35484121912549,0.0217395963985107,NA,15.050223742461
"3333",6.33370816804048,NA,23.21,NA,9.40519482536764,0.0220683274263152,NA,15.1456463250823
"3334",6.44160651670746,NA,23.36,NA,9.56226241057386,0.0223867375457063,NA,15.2387808699726
"3335",6.49173233104097,NA,23.77,NA,9.61451441188166,0.0225556375252091,NA,15.3306750957045
"3336",6.47821327678152,NA,23.56,NA,NA,0.0221697930907605,NA,15.3781838812744
"3337",6.41672282632082,NA,23.32,NA,9.51053553350062,0.0218268934804384,NA,15.4740010102276
"3338",6.47900734576332,NA,23.16,NA,9.51721428015826,0.0231290638003541,NA,15.5117863064723
"3339",6.48908275770913,NA,23.3,NA,9.46761536579377,0.0234945412660085,NA,15.5059720407595
"3340",6.5467380035077,NA,23.88,NA,9.4022036503172,0.023852012310166,NA,15.6542670007519
"3341",6.5524211117225,NA,24.4,NA,9.36336453174655,0.023571021979978,NA,15.7013793385166
"3342",6.55079661163907,NA,24.29,NA,9.28622340631732,0.0236594546876197,NA,15.7900705011301
"3343",6.54592673450963,NA,25.05,NA,9.28070787565387,0.0235306559356525,NA,NA
"3344",6.5467380035077,NA,25.14,NA,9.21163116310794,0.0238555031366361,NA,15.8614727840357
"3345",6.49208993832835,NA,25.71,NA,9.25537080698392,0.0237360404192487,NA,15.8918611876167
