"Date","TCI","Model_Success","Num_Variables","Serial_Autocorrelation_p_value","Stability","Normality_p_value"
2020-05-01,17.4690597856675,1,6,NA,NA,NA
2020-05-08,17.4116511929911,1,6,NA,NA,NA
2020-05-15,17.7373390047109,1,6,NA,NA,NA
2020-05-22,18.4724194471625,1,6,NA,NA,NA
2020-05-29,18.8667517917958,1,6,NA,NA,NA
2020-06-05,17.5407360606856,1,6,NA,NA,NA
2020-06-12,15.2121909414634,1,6,NA,NA,NA
2020-06-19,15.3466003907652,1,6,NA,NA,NA
2020-06-26,15.4275097454518,1,6,NA,NA,NA
2020-07-03,15.5440420936205,1,6,NA,NA,NA
2020-07-10,15.2397011010377,1,6,NA,NA,NA
2020-07-17,15.8121025655818,1,6,NA,NA,NA
2020-07-24,15.93475602575,1,6,NA,NA,NA
2020-07-31,15.9100274177115,1,6,NA,NA,NA
2020-08-07,16.0498425667028,1,6,NA,NA,NA
2020-08-14,16.3021879999843,1,6,NA,NA,NA
2020-08-21,16.4695974900025,1,6,NA,NA,NA
2020-08-28,16.9148304759606,1,6,NA,NA,NA
2020-09-04,16.8192548397294,1,6,NA,NA,NA
2020-09-11,16.8777993094914,1,6,NA,NA,NA
2020-09-18,16.9854645341528,1,6,NA,NA,NA
2020-09-25,17.1311349235815,1,6,NA,NA,NA
2020-10-02,17.1854180055354,1,6,NA,NA,NA
2020-10-09,17.4805335317841,1,6,NA,NA,NA
2020-10-16,18.9248493310129,1,6,NA,NA,NA
2020-10-23,19.2681492600098,1,6,NA,NA,NA
2020-10-30,19.4273508123524,1,6,NA,NA,NA
2020-11-06,19.4568111913556,1,6,NA,NA,NA
2020-11-13,19.7773283966662,1,6,NA,NA,NA
2020-11-20,20.39994106198,1,6,NA,NA,NA
2020-11-27,20.4134411088424,1,6,NA,NA,NA
2020-12-04,20.4340887628238,1,6,NA,NA,NA
2020-12-11,20.6644391490576,1,6,NA,NA,NA
2020-12-18,20.5685563207553,1,6,NA,NA,NA
2020-12-25,20.4243801232668,1,6,NA,NA,NA
2021-01-01,20.3849372629509,1,6,NA,NA,NA
2021-01-08,20.8574269644011,1,6,NA,NA,NA
2021-01-15,20.6672725721691,1,6,NA,NA,NA
2021-01-22,21.3933700112846,1,6,NA,NA,NA
2021-01-29,21.3738162099364,1,6,NA,NA,NA
2021-02-05,22.147099536811,1,6,NA,NA,NA
2021-02-12,21.3789025488253,1,6,NA,NA,NA
2021-02-19,20.4840999543087,1,6,NA,NA,NA
2021-02-26,21.6215602806895,1,6,NA,NA,NA
2021-03-05,21.4678757161527,1,6,NA,NA,NA
2021-03-12,20.8174609418853,1,6,NA,NA,NA
2021-03-19,20.2122287862669,1,6,NA,NA,NA
2021-03-26,20.6690435066449,1,6,NA,NA,NA
2021-04-02,20.650674976215,1,6,NA,NA,NA
